FileType,OuDiaSecond.JikokuhyouCsv.2
18-24
下り

列車番号,,1779,1787B,1779,1883B,1743,1711A,1883B,1861,1743,1885C,1861,1865,1791C,1865,4757B,1899C,4757B,1709A,1875,1851,1887C,1879,1871,1819A,1961,1985C,1961,1991C,1965,1869B,1999C,1869B,1817A,1975,1951,1987C,1979,1977B,1913A,1977B,2085C,2061,1997C,2099,1907A,2099,2091C,2075,2087C,2075,2071B,2021A,2071B,2185C,2179,回2131,2161,2041,2197C,2161,2041,2177,2015A,2177,2187C,2299,2153,2109A,2299,2285C,2279,2165C,2279,回2297,2183B,2119A,2183B,2261,回2287,2251,2223A,2377,2385C,2377,2291,2399C,2291,2217A,2379,2365
終着駅作業,,同一列車扱い,,,同一列車扱い,同一列車扱い,,,同一列車扱い,入区,,,同一列車扱い,,,同一列車扱い,,入区,,,入区,,,入区,,同一列車扱い,,,,,同一列車扱い,,入区,,,入区,,,同一列車扱い,,,,,,同一列車扱い,,,,同一列車扱い,,,同一列車扱い,,,,,入区,同一列車扱い,同一列車扱い,,,入区,同一列車扱い,,,,同一列車扱い,入区,,,,同一列車扱い,,,入区,同一列車扱い,,,,入区,入区,,同一列車扱い,,入区,同一列車扱い,,入区,,入区,入区
,,,,,,,,,,180750,,,,,,,,183740,,,184615,,,190510,,,,,,,,,193510,,,194635,,,,,,,,,,,,,,,,,,,,,212040,,,,,213105,,,,,,220410,,,,,,,222810,,,,,225040,230245,,,,232915,,,234705,,235930, 00320
赤山町,着,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
赤山町,番線,,,,,,③,,,,,,,③,,③,,,③,,,,,③,③,,,,,,③,,,②,,,,,③,③,,,,③,,③,,,,,,③,③,,,,,,③,,,,,③,,,,③,③,,,,③,,,③,③,,,,③,③,,,,③,,,③,,
赤山町,発,,,,,,175250,,,,,,,180235,,181525,,,182700,,,,,184415,185335,,,,,,190810,,,192700,,,,,194420,195335,,,,200300,,202700,,,,,,204405,205335,,,,,,210230,,,,,212730,,,,213850,215405,,,,220240,,,222250,222745,,,,224315,225335,,,,230330,,,232700,,
西赤山,着,,,,,, ﾚ,,,,,,,180505,,181750,,, ﾚ,,,,,184640, ﾚ,,,,,,191040,,, ﾚ,,,,,194650, ﾚ,,,,200530,, ﾚ,,,,,,204635, ﾚ,,,,,,210455,,,,, ﾚ,,,,214115, ﾚ,,,,220510,,,222515, ﾚ,,,,224540, ﾚ,,,,230555,,, ﾚ,,
西赤山,番線,,,,,,②,,,,,,,②,,②,,,②,,,,,②,②,,,,,,②,,,②,,,,,②,②,,,,②,,②,,,,,,②,②,,,,,,②,,,,,②,,,,②,②,,,,②,,,②,②,,,,②,②,,,,②,,,②,,
西赤山,発,,,,,,175505?,,,,,,,180525,,181810,,,182850?,,,,,184700,185550?,,,,,,191100,,,192850?,,,,,194710,195550?,,,,200550,,202850?,,,,,,204655,205550?,,,,,,210515,,,,,212920?,,,,214135,215620?,,,,220530,,,222535,223000?,,,,224600,225550?,,,,230615,,,232850?,,
奥峯口,発,,,,,, ﾚ,,,,,,,180715,,182005,,, ﾚ,,,,,184855, ﾚ,,,,,,191250,,, ﾚ,,,,,194900, ﾚ,,,,200740,, ﾚ,,,,,,204845, ﾚ,,,,,,210710,,,,, ﾚ,,,,214330, ﾚ,,,,220720,,,222725, ﾚ,,,,224755, ﾚ,,,,230805,,, ﾚ,,
日野森,着,,,,,, ﾚ,,,,,,,180850,,182140,,, ﾚ,,,,,185030, ﾚ,,,,,,191430,,, ﾚ,,,,,195035, ﾚ,,,,200915,, ﾚ,,,,,,205020, ﾚ,,,,,,210845,,,,, ﾚ,,,,214510, ﾚ,,,,220855,,,222900, ﾚ,,,,224930, ﾚ,,,,230945,,, ﾚ,,
日野森,番線,,,,,③,③,,,,,,,③,,③,,,③,,①,,,③,③,,,,,,③,,,③,,①,,,③,③,,,,③,,③,,①,,,,③,③,,,,,,③,,,,①,③,,,,③,③,,,,③,,,③,③,,,,③,③,,,,③,,,③,,①
日野森,発,,,,,175050,175635?,,,,,,,180920,,182200,,,183020?,,183130,,,185050,185720?,,,,,,191500,,,193020?,,193130,,,195105,195720?,,,,200935,,203050?,,203140,,,,205050,205720?,,,,,,210915,,,,212530,213050?,,,,214840,215750?,,,,220925,,,222930,223130?,,,,224950,225720?,,,,231015,,,233020?,,235330
高見沢,着,,,,,175255, ﾚ,,,,,,,181130,,182400,,, ﾚ,,183340,,,185255, ﾚ,,,,,,191710,,, ﾚ,,193340,,,195315, ﾚ,,,,201145,, ﾚ,,203345,,,,205250, ﾚ,,,,,,211120,,,,212735, ﾚ,,,,215045, ﾚ,,,,221125,,,223135, ﾚ,,,,225150, ﾚ,,,,231215,,, ﾚ,,235530
高見沢,番線,,,,,①,①,,,,,,,①,,①,,,①,,①,,,①,①,,,,,,②,,,①,,①,,,①,①,,,,①,,①,,①,,,,①,①,,,,,,②,,,,①,①,,,,①,①,,,,①,,,②,①,②,,,①,①,,,,①,,,①,,①
高見沢,発,,,,,175325,175810?,,,,,,,181200,,182430,,,183150?,,183400,,,185325,185855?,,,,,,191740,,,193150?,,193400,,,195345,195855?,,,,201205,,203220?,,203405,,,,205320,205855?,,,,,,211500,,,,212805,213220?,,,,215345,215925?,,,,221155,,,,223305?,223405,,,225220,225855?,,,,231245,,,233150?,,235600
水越,着,,,,,175535, ﾚ,,,,,,,181440,,182645,,, ﾚ,,183610,,,185535, ﾚ,,,,,,191950,,, ﾚ,,193610,,,195555, ﾚ,,,,201505,, ﾚ,,203615,,,,205535, ﾚ,,,,,,211735,,,,213015, ﾚ,,,,215555, ﾚ,,,,221435,,,, ﾚ,223615,,,225430, ﾚ,,,,231455,,, ﾚ,,235810
水越,番線,,,,,②,②,,,,,,,①,,②,,,②,,②,,,②,②,,,,,,②,,,②,,②,,,②,②,,,,①,,②,,②,,,,②,②,,,,,,②,,,,②,②,,,,②,②,,,,①,,,,②,②,,,②,②,,,,②,,,②,,②
水越,発,,,,,175605,175945?,,,,,,,181530,,182735,,,183325?,,183630,,,185605,190030?,,,,,,192020,,,193325?,,193630,,,195625,200030?,,,,201550,,203355?,,203635,,,,205605,210030?,,,,,,211755,,,,213045,213355?,,,,215615,220100?,,,,221545,,,,223440?,223645,,,225450,230030?,,,,231525,,,233325?,,235830
藤江,着,,,,,175740, ﾚ,,,,,,,181715,,182910,,, ﾚ,,183810,,,185740, ﾚ,,,,,,192210,,, ﾚ,,193810,,,195815, ﾚ,,,,201730,, ﾚ,,203820,,,,205755, ﾚ,,,,,,211945,,,,213220, ﾚ,,,,215750, ﾚ,,,,221740,,,, ﾚ,223820,,,225625, ﾚ,,,,231700,,, ﾚ,, 00005
藤江,番線,,,,,②,②,,,,,,,②,,②,,,②,,②,,,②,②,,,,,,②,,,②,,②,,,②,②,,,,②,,②,,②,,,,②,②,,,,,,②,,,,②,②,,,,②,②,,,,②,,,,②,②,,,②,②,,,,②,,,②,,②
藤江,発,,,,,175805,180050?,,,,,,,181745,,182935,,,183430?,,183835,,,185805,190135?,,,,,,192550,,,193430?,,193835,,,195845,200135?,,,,201750,,203500?,,203840,,,,205825,210135?,,,,,,212250,,,,213250,213500?,,,,215810,220205?,,,,221900,,,,223545?,223850,,,225645,230135?,,,,231730,,,233430?,, 00025
大道寺,着,,,,,180040,180305,,,,,,,182020,,183210,,,183645,,184110,,,190040,190350,,,,,,192825,,,193645,,194110,,,200130,200350,,,,202035,,203715,,204125,,,,210110,210350,,,,,,212515,,,,213520,213715,,,,220035,220420,,,,222135,,,,223800,224120,,,225910,230350,,,,232000,,,233645,, 00250
大道寺,前作業1,,,,,,,,,,換 Y,,,,,,換 Y,,,,,換 Y,,,,,換 Y,,換 Y,,,換 Y,,,,,換 Y,,,,,換 Y,,,,,,,,換 Y,,,,,換 Y,,換 Y,,,換 Y,,,,,,換 Y,,,,,換 Y,,,,換 Y,,,,,換 Y,,,,換 Y,,,,,,,
,,,,,,,,,,,180600,,,,,,183000,,,,,184430,,,,,190500,,191700,,,192900,,,,,194830,,,,,200600,,,,,,,,204700,,,,,210530,,211600,,,212400,,,,,,214800,,,,,220700,,,,222330,,,,,224600,,,,230730,,,,,,,
大道寺,番線,,,,,③,④,,,③,④,,,④,,③,④,③,④,,③,④,,③,④,,④,,④,,③,④,③,④,,③,④,,③,④,③,④,,④,,④,,③,,④,,③,④,,④,,③,,③,④,,③,③,④,③,④,,③,④,,④,,④,,③,,④,③,,③,③,④,,④,,④,,,④,③,③
大道寺,発,,,,,,180425,,,180535,180850,,,182345,,,183250,183525,183745,,184400,184820,,190255,190510,,190850,,191920,,,193120,193300,193745,,194420,195050,,,200510,200605,201000,,202910,,203815,,204235,,205120,,210235,210510,,210750,,211820,,,212620,,212850,,213815,213910,215020,,220155,220540,,220920,,222240,,222550,,223900,224200,,224820,230030,230510,,230950,,232030,,,233745,233900,
江ノ原信号場,着,,,,,, ﾚ,,,180720, ﾚ,,, ﾚ,,, ﾚ,183710, ﾚ,,184545, ﾚ,,190440, ﾚ,, ﾚ,, ﾚ,,, ﾚ,193440, ﾚ,,194605, ﾚ,,, ﾚ, ﾚ, ﾚ,, ﾚ,, ﾚ,, ﾚ,, ﾚ,, ﾚ, ﾚ,, ﾚ,,212010,,, ﾚ,,213035,, ﾚ, ﾚ, ﾚ,,220340, ﾚ,, ﾚ,, ﾚ,,222740,, ﾚ, ﾚ,,225010,230215, ﾚ,, ﾚ,, ﾚ,,, ﾚ, ﾚ,
江ノ原信号場,番線,,⑫,,⑪,,下本,,,⑩,下本,,,下本,,,下本,⑩,下本,,⑩,下本,,⑩,下本,,下本,,下本,,,下本,⑩,下本,,⑩,下本,,,下本,下本,下本,,下本,,下本,,下本,,下本,,下本,下本,,下本,,⑬,,,下本,,⑩,,下本,下本,下本,,⑩,下本,,下本,,下本,,⑩,,下本,下本,,⑩,⑩,下本,,下本,,下本,,,下本,下本,
江ノ原信号場,発,,175330,,180130,,180515?,,,,180930?,,,182430?,,,183330?,,183835?,,,184900?,,,190600?,,190930?,,192000?,,,193200?,,193835?,,,195130?,,,200600?,200650?,201040?,,202955?,,203905?,,204320?,,205200?,,210320?,210600?,,210830?,,,,,212700?,,,,213905?,213955?,215110?,,,220630?,,221000?,,222325?,,,,223950?,224245?,,,,230600?,,231030?,,232115?,,,233835?,233955?,
江ノ原,発,,175600,,180340,, ﾚ,,,,181100,,,182555,,,183500,, ﾚ,,,185030,,, ﾚ,,191100,,192130,,,193330,, ﾚ,,,195300,,, ﾚ,200815,201210,,203120,, ﾚ,,204445,,205330,,210445, ﾚ,,211000,,,,,212830,,,, ﾚ,214125,215230,,, ﾚ,,221130,,222450,,,, ﾚ,224415,,,, ﾚ,,231200,,232245,,, ﾚ,234115,
新野崎,着,,175745,,180545,, ﾚ,,,,181245,,,182740,,,183645,, ﾚ,,,185215,,, ﾚ,,191245,,192315,,,193515,, ﾚ,,,195445,,, ﾚ,201000,201355,,203305,, ﾚ,,204630,,205515,,210650, ﾚ,,211145,,,,,213015,,,, ﾚ,214310,215415,,, ﾚ,,221315,,222635,,,, ﾚ,224600,,,, ﾚ,,231345,,232440,,, ﾚ,234300,
新野崎,前作業1,換 ⑤,,,,,,,換 ⑤,,,,換 ⑤,,,,,,,換 ⑤,,,換 ⑤,,,換 ⑤,,,,換 ⑤,,,,,換 ⑤,,,換 ⑤,,,,,換 ⑤,,換 ⑤,,,,換 ⑤,,,,,,,換 ⑤,,換 ⑤,,,,,,,,,換 ⑤,,,,,換 ⑤,,,,,,,換 ⑤,,,,換 ⑤,,,,換 ⑤,,,,
,,175100,,,,,,,180800,,,,181930,,,,,,,183430,,,185300,,,190430,,,,191930,,,,,193630,,,195230,,,,,201130,,203000,,,,205000,,,,,,,211200,,212500,,,,,,,,,220030,,,,,221900,,,,,,,224300,,,,230230,,,,231930,,,,
新野崎,番線,④,③,,④,,③,④,③,,③,,④,③,,,③,,③,④,,③,④,,③,④,③,,③,④,,③,,③,④,,③,④,,③,③,③,④,③,④,③,,③,④,③,,④,③,④,③,④,,④,,③,,,,③,③,③,④,,③,,③,④,③,,,,③,④,③,,,③,④,③,,④,③,④,③,③,
新野崎,発,175340,175835,,,,180705?,180805,180940,,181315,,182430,182810,,,183715,,184025?,184140,,185245,185450,,190750?,190930,191315,,192345,192430,,193545,,194025?,194140,,195515,195610,,200750?,201030,201425,201640,203335,203500,204055?,,204730,205200,205545,,,210750?,210900,211215,211400,,212700,,213045,,,,214055?,214340,215445,220230,,220820?,,221335,222250,222705,,,,224140?,,224800,,,230750?,231010,231415,,,232520,232640,234025?,234330,
新井川,発,175530, ﾚ,,,, ﾚ, ﾚ,181130,, ﾚ,,182620, ﾚ,,, ﾚ,, ﾚ,184330,, ﾚ,185640,, ﾚ,191120, ﾚ,, ﾚ,192620,, ﾚ,, ﾚ,194330,, ﾚ,195800,, ﾚ, ﾚ, ﾚ,201830, ﾚ,203650, ﾚ,, ﾚ,205350, ﾚ,,, ﾚ, ﾚ, ﾚ,211550,,212850,, ﾚ,,,, ﾚ,214540, ﾚ,220420,, ﾚ,, ﾚ,222440, ﾚ,,,, ﾚ,,224950,,, ﾚ,231200, ﾚ,,, ﾚ,232850, ﾚ,234520,
羽衣橋,発,175720, ﾚ,,,, ﾚ, ﾚ,181320,, ﾚ,,182810, ﾚ,,, ﾚ,, ﾚ,184520,, ﾚ,185830,, ﾚ,191310, ﾚ,, ﾚ,192810,, ﾚ,, ﾚ,194520,, ﾚ,195950,, ﾚ, ﾚ, ﾚ,202020, ﾚ,203840, ﾚ,, ﾚ,205540, ﾚ,,, ﾚ, ﾚ, ﾚ,211740,,213040,, ﾚ,,,, ﾚ,214740, ﾚ,220610,, ﾚ,, ﾚ,222630, ﾚ,,,, ﾚ,,225140,,, ﾚ,231350, ﾚ,,, ﾚ,233050, ﾚ,234710,
浜園,着,175845, ﾚ,,,, ﾚ, ﾚ,181445,,181610,,182935,183055,,,184010,, ﾚ,184645,,185540,185955,, ﾚ,191435,191610,,192640,192935,,193840,, ﾚ,194645,,195810,200115,, ﾚ, ﾚ,201720,202145,203620,204005, ﾚ,,205015,205705,205900,,, ﾚ, ﾚ,211510,211905,,213205,,213340,,,, ﾚ,214905,215730,220735,, ﾚ,,221630,222755,222950,,,, ﾚ,,225305,,, ﾚ,231515,231710,,,232805,233215, ﾚ,234835,
浜園,番線,②,②,,,,②,②,②,,②,,②,②,,,②,,②,②,,②,②,,②,②,②,,②,②,,②,,②,②,,②,②,,②,②,②,②,②,②,②,,②,②,②,,,②,②,②,②,,②,,②,,,,②,②,②,②,,②,,②,②,②,,,,②,,②,,,②,②,②,,,②,②,②,②,
浜園,発,175915,180100?,,,,180905?,181030?,181515,,181640,,183005,183125,,,184040,,184225?,184715,,185610,190025,,190950?,191505,191640,,192710,193005,,193910,,194225?,194715,,195840,200145,,200950?,201255?,201750,202215,203650,204035,204255?,,205045,205735,205930,,,210950?,211125?,211540,211935,,213235,,213410,,,,214255?,214935,215800,220805,,221020?,,221700,222825,223020,,,,224340?,,225335,,,230950?,231545,231740,,,232835,233245,234225?,234905,
津崎,着,180105, ﾚ,,,, ﾚ, ﾚ,181705,, ﾚ,,183155, ﾚ,,, ﾚ,, ﾚ,184855,, ﾚ,190205,, ﾚ,191655, ﾚ,, ﾚ,193145,, ﾚ,, ﾚ,194855,, ﾚ,200325,, ﾚ, ﾚ, ﾚ,202355, ﾚ,204230, ﾚ,, ﾚ,205930, ﾚ,,, ﾚ, ﾚ, ﾚ,212115,,213425,, ﾚ,,,, ﾚ,215115, ﾚ,220955,, ﾚ,, ﾚ,223015, ﾚ,,,, ﾚ,,225515,,, ﾚ,231735, ﾚ,,, ﾚ,233425, ﾚ,235045,
津崎,番線,④,③,④,,,③,③,④,,③,④,④,③,④,,③,,③,③,,③,③,,③,④,③,④,③,③,,③,,③,③,,③,③,,③,③,③,③,③,④,③,④,③,④,③,④,,③,③,③,③,,④,,③,④,,,③,③,③,④,,③,④,③,④,③,④,,,③,,③,,,③,④,③,④,,③,③,③,③,
津崎,発,,180150?,180310,,,180955?,181120?,,,181755?,181900,,183240?,183340,,184155?,,184315?,184920,,185725?,190230,,191040?,,191755?,191850,192825?,193215,,194025?,,194315?,194920,,195955?,200350,,201040?,201345?,201905?,202420,203805?,,204345?,204445,205200?,,210045?,210145,,211040?,211215?,211655?,212145,,,,213525?,213635,,,214345?,215145,215915?,,,221110?,221235,221815?,,223135?,223255,,,224430?,,225545,,,231040?,,231855?,232025,,232950?,233455,234315?,235110,
虹ヶ浜,発,, ﾚ,180535,,, ﾚ, ﾚ,,, ﾚ,182125,, ﾚ,183605,, ﾚ,, ﾚ,185135,, ﾚ,190445,, ﾚ,, ﾚ,192115, ﾚ,193430,, ﾚ,, ﾚ,195135,, ﾚ,200605,, ﾚ, ﾚ, ﾚ,202635, ﾚ,, ﾚ,204710, ﾚ,, ﾚ,210410,, ﾚ, ﾚ, ﾚ,212400,,,, ﾚ,213900,,, ﾚ,215410, ﾚ,,, ﾚ,221500, ﾚ,, ﾚ,223520,,, ﾚ,,225800,,, ﾚ,, ﾚ,232250,, ﾚ,233720, ﾚ,235325,
海岸公園,発,, ﾚ,180750,,, ﾚ, ﾚ,,, ﾚ,182340,, ﾚ,183820,, ﾚ,, ﾚ,185350,, ﾚ,190700,, ﾚ,, ﾚ,192330, ﾚ,193645,, ﾚ,, ﾚ,195350,, ﾚ,200820,, ﾚ, ﾚ, ﾚ,202850, ﾚ,, ﾚ,204925, ﾚ,, ﾚ,210625,, ﾚ, ﾚ, ﾚ,212615,,,, ﾚ,214115,,, ﾚ,215635, ﾚ,,, ﾚ,221715, ﾚ,, ﾚ,223735,,, ﾚ,,230015,,, ﾚ,, ﾚ,232505,, ﾚ,233945, ﾚ,235540,
河原崎,発,, ﾚ,180945,,, ﾚ, ﾚ,,, ﾚ,182535,, ﾚ,184015,, ﾚ,, ﾚ,185545,, ﾚ,190855,, ﾚ,, ﾚ,192525, ﾚ,193840,, ﾚ,, ﾚ,195545,, ﾚ,201015,, ﾚ, ﾚ, ﾚ,203045, ﾚ,, ﾚ,205120, ﾚ,, ﾚ,210820,, ﾚ, ﾚ, ﾚ,212810,,,, ﾚ,214310,,, ﾚ,215840, ﾚ,,, ﾚ,221910, ﾚ,, ﾚ,223930,,, ﾚ,,230210,,, ﾚ,, ﾚ,232700,, ﾚ,234150, ﾚ,235735,
駒野,着,, ﾚ,181110,,, ﾚ, ﾚ,,,182200,182700,,183645,184140,,184600,, ﾚ,185710,,190130,191020,, ﾚ,,192200,192650,193230,194005,,194430,, ﾚ,195710,,200400,201140,, ﾚ, ﾚ,202310,203210,204210,, ﾚ,205245,205605,,210450,210945,, ﾚ, ﾚ,212100,212935,,,,213930,214435,,, ﾚ,220005,220320,,, ﾚ,222035,222220,,223540,224055,,, ﾚ,,230335,,, ﾚ,,232300,232845,,233355,234315, ﾚ,235900,
駒野,番線,,③,③,,,③,③,,,③,③,,③,③,,③,,③,③,,③,③,,③,,③,③,③,③,,③,,③,③,,③,③,,③,③,③,③,③,,③,③,③,,③,③,,③,③,③,③,,,,③,③,,,③,③,③,,,③,③,③,,③,③,,,③,,③,,,③,,③,①,,③,③,③,①,
駒野,発,,180640?,181140,,,181340?,181610?,,,182230,182730,,183715,184210,,184630,,184750?,185740,,190200,191050,,191425?,,192230,192720,193300,194035,,194500,,194700?,195740,,200430,201210,,201425?,201730?,202340,203240,204240,,204730?,205315,205635,,210520,211015,,211425?,211710?,212130,213005,,,,214000,214505,,,214730?,220035,220350,,,221455?,222105,222250,,223610,224125,,,224825?,,230405,,,231425?,,232330,,,233425,234345,234700?,,
館浜,着,,180950,181455,,,181610,181920,,,182520,183045,,184105,184525,,184920,,185050,190105,,190530,191415,,191655,,192520,193035,193630,194400,,194830,,194950,200105,,200800,201535,,201655,202000,202710,203605,204530,,205000,205610,205925,,210810,211335,,211655,212130,212630,213330,,,,214330,214830,,,215000,220435,220640,,,221725,222420,222620,,223900,224440,,,225115,,230730,,,231655,,232700,,,233715,234635,234930,,
館浜,番線,,③,④,,,①,②,,,③,④,,②,④,,③,,①,④,,③,④,,①,,③,④,②,④,,②,,①,④,,③,④,,①,②,③,④,③,,①,④,②,,③,④,,①,②,③,④,,,,③,④,,,①,④,③,,,①,④,②,,③,④,,,①,,②,,,①,,③,,,④,③,①,,
備考,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
